"AGENCY 0","DATA 0","DATA TYPE 0","LOCATION 0","LOCATION TYPE 0","SOURCE 0","SOURCE TYPE 0","SUBJECT 0","TIME 0","TIME TYPE 0"
"National Centers for Environmental Information","0.55","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2016-01","ISO_DATE"
"National Centers for Environmental Information","0.23","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1991-11","ISO_DATE"
"National Centers for Environmental Information","1.47","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1991-12","ISO_DATE"
"National Centers for Environmental Information","3.25","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2006-12","ISO_DATE"
"National Centers for Environmental Information","2.0","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1968-04","ISO_DATE"
"National Centers for Environmental Information","1.08","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1965-04","ISO_DATE"
"National Centers for Environmental Information","2.05","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1965-12","ISO_DATE"
"National Centers for Environmental Information","7.75","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1969-01","ISO_DATE"
"National Centers for Environmental Information","5.81","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1969-12","ISO_DATE"
"National Centers for Environmental Information","0.64","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1984-12","ISO_DATE"
"National Centers for Environmental Information","4.5","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1962-01","ISO_DATE"
"National Centers for Environmental Information","1.47","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1962-12","ISO_DATE"
"National Centers for Environmental Information","0.91","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1966-01","ISO_DATE"
"National Centers for Environmental Information","0.72","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1980-07","ISO_DATE"
"National Centers for Environmental Information","0.61","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1978-06","ISO_DATE"
"National Centers for Environmental Information","0.09","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1993-06","ISO_DATE"
"National Centers for Environmental Information","1.3","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1993-07","ISO_DATE"
"National Centers for Environmental Information","1.47","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1992-10","ISO_DATE"
"National Centers for Environmental Information","0.13","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2008-10","ISO_DATE"
"National Centers for Environmental Information","0.48","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2007-01","ISO_DATE"
"National Centers for Environmental Information","6.88","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2007-12","ISO_DATE"
"National Centers for Environmental Information","0.12","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1987-06","ISO_DATE"
"National Centers for Environmental Information","5.66","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1985-10","ISO_DATE"
"National Centers for Environmental Information","0.03","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2019-06","ISO_DATE"
"National Centers for Environmental Information","0.03","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1955-10","ISO_DATE"
"National Centers for Environmental Information","0.12","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1960-06","ISO_DATE"
"National Centers for Environmental Information","0.07","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1979-06","ISO_DATE"
"National Centers for Environmental Information","0.44","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1979-10","ISO_DATE"
"National Centers for Environmental Information","0.21","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1971-06","ISO_DATE"
"National Centers for Environmental Information","0.29","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1972-06","ISO_DATE"
"National Centers for Environmental Information","0.04","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1972-07","ISO_DATE"
"National Centers for Environmental Information","0.28","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2022-10","ISO_DATE"
"National Centers for Environmental Information","4.16","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2006-10","ISO_DATE"
"National Centers for Environmental Information","0.21","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1988-07","ISO_DATE"
"National Centers for Environmental Information","0.02","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1973-07","ISO_DATE"
"National Centers for Environmental Information","0.46","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1962-10","ISO_DATE"
"National Centers for Environmental Information","1.89","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1975-03","ISO_DATE"
"National Centers for Environmental Information","6.93","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1968-03","ISO_DATE"
"National Centers for Environmental Information","0.6","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1964-03","ISO_DATE"
"National Centers for Environmental Information","3.79","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1962-03","ISO_DATE"
"National Centers for Environmental Information","9.61","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2015-03","ISO_DATE"
"National Centers for Environmental Information","0.34","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2000-03","ISO_DATE"
"National Centers for Environmental Information","4.24","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2005-03","ISO_DATE"
"National Centers for Environmental Information","1.7","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2003-03","ISO_DATE"
"National Centers for Environmental Information","0.14","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1997-08","ISO_DATE"
"National Centers for Environmental Information","0.8","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1993-08","ISO_DATE"
"National Centers for Environmental Information","0.06","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2010-08","ISO_DATE"
"National Centers for Environmental Information","0.05","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1977-09","ISO_DATE"
"National Centers for Environmental Information","0.12","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2009-09","ISO_DATE"
"National Centers for Environmental Information","0.83","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1957-08","ISO_DATE"
"National Centers for Environmental Information","0.84","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1972-08","ISO_DATE"
"National Centers for Environmental Information","1.33","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1967-08","ISO_DATE"
"National Centers for Environmental Information","0.52","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1985-08","ISO_DATE"
"National Centers for Environmental Information","0.47","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1955-08","ISO_DATE"
"National Centers for Environmental Information","0.07","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1960-08","ISO_DATE"
"National Centers for Environmental Information","0.18","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2012-08","ISO_DATE"
"National Centers for Environmental Information","0.15","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1954-08","ISO_DATE"
"National Centers for Environmental Information","3.5","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1961-02","ISO_DATE"
"National Centers for Environmental Information","7.94","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1990-02","ISO_DATE"
"National Centers for Environmental Information","0.5","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1990-09","ISO_DATE"
"National Centers for Environmental Information","3.19","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2015-02","ISO_DATE"
"National Centers for Environmental Information","0.07","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2012-02","ISO_DATE"
"National Centers for Environmental Information","0.54","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2000-09","ISO_DATE"
"National Centers for Environmental Information","0.85","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1981-09","ISO_DATE"
"National Centers for Environmental Information","0.09","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1979-05","ISO_DATE"
"National Centers for Environmental Information","0.08","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2001-05","ISO_DATE"
"National Centers for Environmental Information","0.03","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2010-05","ISO_DATE"
"National Centers for Environmental Information","0.93","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2007-02","ISO_DATE"
"National Centers for Environmental Information","0.13","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2021-09","ISO_DATE"
"National Centers for Environmental Information","4.94","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1991-02","ISO_DATE"
"National Centers for Environmental Information","0.25","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1971-09","ISO_DATE"
"National Centers for Environmental Information","0.11","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1956-09","ISO_DATE"
"National Centers for Environmental Information","0.23","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2006-09","ISO_DATE"
"National Centers for Environmental Information","0.35","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1964-02","ISO_DATE"
"National Centers for Environmental Information","4.43","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2009-01","ISO_DATE"
"National Centers for Environmental Information","9.23","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1997-01","ISO_DATE"
"National Centers for Environmental Information","3.1","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1997-11","ISO_DATE"
"National Centers for Environmental Information","2.12","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1995-12","ISO_DATE"
"National Centers for Environmental Information","0.05","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2007-05","ISO_DATE"
"National Centers for Environmental Information","0.24","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1991-05","ISO_DATE"
"National Centers for Environmental Information","0.27","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1969-05","ISO_DATE"
"National Centers for Environmental Information","1.2","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1985-05","ISO_DATE"
"National Centers for Environmental Information","6.59","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2016-12","ISO_DATE"
"National Centers for Environmental Information","1.98","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2013-01","ISO_DATE"
"National Centers for Environmental Information","4.31","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2011-01","ISO_DATE"
"National Centers for Environmental Information","0.07","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2011-11","ISO_DATE"
"National Centers for Environmental Information","8.12","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1982-01","ISO_DATE"
"National Centers for Environmental Information","0.14","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1980-11","ISO_DATE"
"National Centers for Environmental Information","0.26","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1978-04","ISO_DATE"
"National Centers for Environmental Information","0.23","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1977-11","ISO_DATE"
"National Centers for Environmental Information","2.01","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1999-01","ISO_DATE"
"National Centers for Environmental Information","1.16","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1966-12","ISO_DATE"
"National Centers for Environmental Information","7.07","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1990-12","ISO_DATE"
"National Centers for Environmental Information","5.72","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1987-12","ISO_DATE"
"National Centers for Environmental Information","1.16","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1985-01","ISO_DATE"
"National Centers for Environmental Information","3.49","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1970-01","ISO_DATE"
"National Centers for Environmental Information","0.55","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2018-12","ISO_DATE"
"National Centers for Environmental Information","14.29","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1989-04","ISO_DATE"
"National Centers for Environmental Information","4.96","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2014-01","ISO_DATE"
"National Centers for Environmental Information","4.97","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1956-01","ISO_DATE"
"National Centers for Environmental Information","7.07","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1968-12","ISO_DATE"
"National Centers for Environmental Information","1.37","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1988-04","ISO_DATE"
"National Centers for Environmental Information","0.98","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1973-11","ISO_DATE"
"National Centers for Environmental Information","3.48","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1973-12","ISO_DATE"
"National Centers for Environmental Information","0.19","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1976-07","ISO_DATE"
"National Centers for Environmental Information","0.22","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1982-06","ISO_DATE"
"National Centers for Environmental Information","0.22","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1980-06","ISO_DATE"
"National Centers for Environmental Information","1.3","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1994-07","ISO_DATE"
"National Centers for Environmental Information","0.52","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1996-07","ISO_DATE"
"National Centers for Environmental Information","1.19","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1993-10","ISO_DATE"
"National Centers for Environmental Information","0.01","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2008-06","ISO_DATE"
"National Centers for Environmental Information","0.01","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1975-12","ISO_DATE"
"National Centers for Environmental Information","0.44","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1958-11","ISO_DATE"
"National Centers for Environmental Information","2.08","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2017-10","ISO_DATE"
"National Centers for Environmental Information","0.77","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1986-06","ISO_DATE"
"National Centers for Environmental Information","1.65","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1989-07","ISO_DATE"
"National Centers for Environmental Information","1.13","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1960-07","ISO_DATE"
"National Centers for Environmental Information","0.03","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1960-10","ISO_DATE"
"National Centers for Environmental Information","0.88","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2014-10","ISO_DATE"
"National Centers for Environmental Information","0.79","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2000-10","ISO_DATE"
"National Centers for Environmental Information","0.04","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2004-06","ISO_DATE"
"National Centers for Environmental Information","0.51","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1974-07","ISO_DATE"
"National Centers for Environmental Information","0.13","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1991-06","ISO_DATE"
"National Centers for Environmental Information","0.37","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1991-07","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1957-06","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2006-06","ISO_DATE"
"National Centers for Environmental Information","0.8","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1968-10","ISO_DATE"
"National Centers for Environmental Information","0.07","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1965-06","ISO_DATE"
"National Centers for Environmental Information","0.02","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1984-06","ISO_DATE"
"National Centers for Environmental Information","0.6","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1990-10","ISO_DATE"
"National Centers for Environmental Information","9.78","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2021-03","ISO_DATE"
"National Centers for Environmental Information","2.89","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1991-03","ISO_DATE"
"National Centers for Environmental Information","3.17","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1969-03","ISO_DATE"
"National Centers for Environmental Information","0.29","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1970-03","ISO_DATE"
"National Centers for Environmental Information","3.96","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1989-03","ISO_DATE"
"National Centers for Environmental Information","1.88","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1960-03","ISO_DATE"
"National Centers for Environmental Information","2.8","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1979-03","ISO_DATE"
"National Centers for Environmental Information","5.2","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1982-03","ISO_DATE"
"National Centers for Environmental Information","0.34","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1992-03","ISO_DATE"
"National Centers for Environmental Information","0.01","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2008-03","ISO_DATE"
"National Centers for Environmental Information","0.38","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2009-02","ISO_DATE"
"National Centers for Environmental Information","1.11","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1994-09","ISO_DATE"
"National Centers for Environmental Information","1.32","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1992-09","ISO_DATE"
"National Centers for Environmental Information","0.06","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2022-08","ISO_DATE"
"National Centers for Environmental Information","0.2","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1964-08","ISO_DATE"
"National Centers for Environmental Information","0.02","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1963-08","ISO_DATE"
"National Centers for Environmental Information","0.67","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1983-08","ISO_DATE"
"National Centers for Environmental Information","0.54","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2013-08","ISO_DATE"
"National Centers for Environmental Information","0.21","STRING","Maui","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1979-09","ISO_DATE"
